Date,old_column,Column,Age_Range,Cases,Daily Cases,Diff
2020-03-16,HospitalisedAged75to84,Hospitalised Aged,75-84,4,1.0,0.0
2020-03-16,HospitalisedAged25to34,Hospitalised Aged,25-34,8,0.0,-1.0
2020-03-16,HospitalisedAged15to24,Hospitalised Aged,15-24,3,0.0,-1.0
2020-03-16,Aged5to14,Aged,5-14,4,0.0,-1.0
2020-03-16,RequiringICUCovidCases,Requiring Covid Cases,,12,4.0,4.0
2020-03-16,Aged75to84,Aged,75-84,5,1.0,-1.0
2020-03-16,Aged25to34,Aged,25-34,17,3.0,0.0
2020-03-16,Unknown,Unknown,,0,0.0,0.0
2020-03-16,Aged15to24,Aged,15-24,16,3.0,1.0
2020-03-16,HospitalisedAged5,Hospitalised Aged,1-4,0,0.0,0.0
2020-03-16,Female,Female,,54,9.0,-3.0
2020-03-16,Aged45to54,Aged,45-54,27,6.0,-2.0
2020-03-16,HospitalisedAged35to44,Hospitalised Aged,35-44,11,0.0,-1.0
2020-03-16,Male,Male,,89,24.0,4.0
2020-03-16,ConfirmedCovidCases,Confirmed Covid Cases,,54,NaN,14.0
2020-03-16,Aged1to4,Aged,1-4,0,0.0,0.0
2020-03-16,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,26,2.0,-8.0
2020-03-16,HospitalisedCovidCases,Hospitalised Covid Cases,,63,7.0,-1.0
2020-03-17,HospitalisedAged75to84,Hospitalised Aged,75-84,5,1.0,0.0
2020-03-17,HospitalisedAged35to44,Hospitalised Aged,35-44,11,0.0,0.0
2020-03-17,Aged65to74,Aged,65-74,16,2.0,-4.0
2020-03-17,HospitalisedAged85up,Hospitalised Aged,85+,1,0.0,-1.0
2020-03-17,Male,Male,,105,16.0,-8.0
2020-03-17,HospitalisedAged5to14,Hospitalised Aged,5-14,2,0.0,0.0
2020-03-17,ConfirmedCovidCases,Confirmed Covid Cases,,69,NaN,15.0
2020-03-17,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,34,8.0,6.0
2020-03-17,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,292,NaN,69.0
2020-03-17,Aged1to4,Aged,1-4,0,0.0,0.0
2020-03-17,HospitalisedAged45to54,Hospitalised Aged,45-54,10,1.0,0.0
2020-03-17,HospitalisedAged25to34,Hospitalised Aged,25-34,9,1.0,1.0
2020-03-17,Female,Female,,65,11.0,2.0
2020-03-17,Aged45to54,Aged,45-54,29,2.0,-4.0
2020-03-17,Unknown,Unknown,,0,0.0,0.0
2020-03-17,HospitalisedCovidCases,Hospitalised Covid Cases,,68,5.0,-2.0
2020-03-17,Aged5to14,Aged,5-14,4,0.0,0.0
2020-03-17,HospitalisedAged65to74,Hospitalised Aged,65-74,11,1.0,-2.0
2020-03-17,HospitalisedAged5,Hospitalised Aged,1-4,0,0.0,0.0
2020-03-17,HospitalisedAged15to24,Hospitalised Aged,15-24,4,1.0,1.0
2020-03-17,Aged75to84,Aged,75-84,6,1.0,0.0
2020-03-17,Median_Age,Median Age,,40,-8.0,-7.0
2020-03-17,RequiringICUCovidCases,Requiring Covid Cases,,12,0.0,-4.0
2020-03-17,Aged15to24,Aged,15-24,19,3.0,0.0
2020-03-17,Aged85up,Aged,85+,3,0.0,-1.0
2020-03-17,HospitalisedAged55to64,Hospitalised Aged,55-64,15,0.0,-1.0
2020-03-17,Aged25to34,Aged,25-34,23,6.0,3.0
2020-03-17,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,292,NaN,69.0
2020-03-17,Aged35to44,Aged,35-44,36,9.0,2.0
2020-03-17,Aged55to64,Aged,55-64,34,4.0,-2.0
2020-03-18,Unknown,Unknown,,0,0.0,0.0
2020-03-18,Median_Age,Median Age,,41,1.0,9.0
2020-03-18,Aged35to44,Aged,35-44,62,26.0,17.0
2020-03-18,HospitalisedAged5,Hospitalised Aged,1-4,0,0.0,0.0
2020-03-18,Aged1to4,Aged,1-4,1,1.0,1.0
2020-03-18,Male,Male,,160,55.0,39.0
2020-03-18,HospitalisedAged5to14,Hospitalised Aged,5-14,2,0.0,0.0
2020-03-18,RequiringICUCovidCases,Requiring Covid Cases,,16,4.0,4.0
2020-03-18,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,366,NaN,74.0
2020-03-18,Aged65to74,Aged,65-74,21,5.0,3.0
2020-03-18,Aged45to54,Aged,45-54,39,10.0,8.0
2020-03-18,Aged55to64,Aged,55-64,46,12.0,8.0
2020-03-18,HospitalisedAged35to44,Hospitalised Aged,35-44,15,4.0,4.0
2020-03-18,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,68,34.0,26.0
2020-03-18,HospitalisedAged85up,Hospitalised Aged,85+,2,1.0,1.0
2020-03-18,HospitalisedAged25to34,Hospitalised Aged,25-34,14,5.0,4.0
2020-03-18,HospitalisedAged15to24,Hospitalised Aged,15-24,7,3.0,2.0
2020-03-18,HospitalisedCovidCases,Hospitalised Covid Cases,,93,25.0,20.0
2020-03-18,Aged5to14,Aged,5-14,4,0.0,0.0
2020-03-18,HospitalisedAged65to74,Hospitalised Aged,65-74,13,2.0,1.0
2020-03-18,Aged75to84,Aged,75-84,14,8.0,7.0
2020-03-18,Aged85up,Aged,85+,7,4.0,4.0
2020-03-18,HospitalisedAged45to54,Hospitalised Aged,45-54,12,2.0,1.0
2020-03-18,HospitalisedAged75to84,Hospitalised Aged,75-84,9,4.0,3.0
2020-03-18,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,366,NaN,74.0
2020-03-18,Aged25to34,Aged,25-34,47,24.0,18.0
2020-03-18,ConfirmedCovidCases,Confirmed Covid Cases,,74,NaN,5.0
2020-03-18,Aged15to24,Aged,15-24,27,8.0,5.0
2020-03-18,HospitalisedAged55to64,Hospitalised Aged,55-64,19,4.0,4.0
2020-03-18,Female,Female,,108,43.0,32.0
2020-03-19,Aged85up,Aged,85+,8,1.0,-3.0
2020-03-19,HospitalisedAged45to54,Hospitalised Aged,45-54,14,2.0,0.0
2020-03-19,HospitalisedAged5to14,Hospitalised Aged,5-14,2,0.0,0.0
2020-03-19,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,557,NaN,191.0
2020-03-19,HospitalisedAged35to44,Hospitalised Aged,35-44,18,3.0,-1.0
2020-03-19,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,99,31.0,-3.0
2020-03-19,HospitalisedAged15to24,Hospitalised Aged,15-24,9,2.0,-1.0
2020-03-19,HospitalisedAged55to64,Hospitalised Aged,55-64,23,4.0,0.0
2020-03-19,ConfirmedCovidCases,Confirmed Covid Cases,,191,NaN,117.0
2020-03-19,Aged15to24,Aged,15-24,37,10.0,2.0
2020-03-19,Aged35to44,Aged,35-44,79,17.0,-9.0
2020-03-19,Aged75to84,Aged,75-84,23,9.0,1.0
2020-03-19,RequiringICUCovidCases,Requiring Covid Cases,,18,2.0,-2.0
2020-03-19,Aged5to14,Aged,5-14,8,4.0,4.0
2020-03-19,Median_Age,Median Age,,42,1.0,0.0
2020-03-19,HospitalisedAged85up,Hospitalised Aged,85+,3,1.0,0.0
2020-03-19,Aged65to74,Aged,65-74,26,5.0,0.0
2020-03-19,Aged45to54,Aged,45-54,48,9.0,-1.0
2020-03-19,HospitalisedAged75to84,Hospitalised Aged,75-84,16,7.0,3.0
2020-03-19,Aged25to34,Aged,25-34,63,16.0,-8.0
2020-03-19,Male,Male,,195,35.0,-20.0
2020-03-19,Aged1to4,Aged,1-4,2,1.0,0.0
2020-03-19,HospitalisedAged25to34,Hospitalised Aged,25-34,18,4.0,-1.0
2020-03-19,Female,Female,,152,44.0,1.0
2020-03-19,HospitalisedAged65to74,Hospitalised Aged,65-74,16,3.0,1.0
2020-03-19,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,557,NaN,191.0
2020-03-19,HospitalisedCovidCases,Hospitalised Covid Cases,,120,27.0,2.0
2020-03-19,Aged55to64,Aged,55-64,53,7.0,-5.0
2020-03-19,HospitalisedAged5,Hospitalised Aged,1-4,1,1.0,1.0
2020-03-19,Unknown,Unknown,,0,0.0,0.0
2020-03-20,Aged55to64,Aged,55-64,67,14.0,7.0
2020-03-20,Aged75to84,Aged,75-84,29,6.0,-3.0
2020-03-20,Aged25to34,Aged,25-34,77,14.0,-2.0
2020-03-20,Male,Male,,245,50.0,15.0
2020-03-20,HospitalisedAged75to84,Hospitalised Aged,75-84,19,3.0,-4.0
2020-03-20,RequiringICUCovidCases,Requiring Covid Cases,,22,4.0,2.0
2020-03-20,ConfirmedCovidCases,Confirmed Covid Cases,,126,NaN,-65.0
2020-03-20,Aged85up,Aged,85+,14,6.0,5.0
2020-03-20,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,683,NaN,126.0
2020-03-20,HospitalisedAged5,Hospitalised Aged,1-4,1,0.0,-1.0
2020-03-20,HospitalisedAged35to44,Hospitalised Aged,35-44,20,2.0,-1.0
2020-03-20,Aged65to74,Aged,65-74,32,6.0,1.0
2020-03-20,HospitalisedAged15to24,Hospitalised Aged,15-24,10,1.0,-1.0
2020-03-20,Aged1to4,Aged,1-4,2,0.0,-1.0
2020-03-20,Aged35to44,Aged,35-44,96,17.0,0.0
2020-03-20,HospitalisedAged85up,Hospitalised Aged,85+,7,4.0,3.0
2020-03-20,HospitalisedCovidCases,Hospitalised Covid Cases,,150,30.0,3.0
2020-03-20,Median_Age,Median Age,,45,3.0,2.0
2020-03-20,HospitalisedAged45to54,Hospitalised Aged,45-54,20,6.0,4.0
2020-03-20,Unknown,Unknown,,0,0.0,0.0
2020-03-20,Aged5to14,Aged,5-14,8,0.0,-4.0
2020-03-20,Aged45to54,Aged,45-54,61,13.0,4.0
2020-03-20,HospitalisedAged5to14,Hospitalised Aged,5-14,2,0.0,0.0
2020-03-20,Aged15to24,Aged,15-24,45,8.0,-2.0
2020-03-20,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,683,NaN,126.0
2020-03-20,Female,Female,,186,34.0,-10.0
2020-03-20,HospitalisedAged65to74,Hospitalised Aged,65-74,21,5.0,2.0
2020-03-20,HospitalisedAged25to34,Hospitalised Aged,25-34,22,4.0,0.0
2020-03-20,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,124,25.0,-6.0
2020-03-20,HospitalisedAged55to64,Hospitalised Aged,55-64,28,5.0,1.0
2020-03-21,HospitalisedAged25to34,Hospitalised Aged,25-34,27,5.0,1.0
2020-03-21,Aged85up,Aged,85+,25,11.0,5.0
2020-03-21,Aged65to74,Aged,65-74,39,7.0,1.0
2020-03-21,HospitalisedAged15to24,Hospitalised Aged,15-24,10,0.0,-1.0
2020-03-21,Aged25to34,Aged,25-34,108,31.0,17.0
2020-03-21,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,785,NaN,102.0
2020-03-21,HospitalisedAged65to74,Hospitalised Aged,65-74,23,2.0,-3.0
2020-03-21,HospitalisedAged85up,Hospitalised Aged,85+,12,5.0,1.0
2020-03-21,Aged5to14,Aged,5-14,9,1.0,1.0
2020-03-21,HospitalisedCovidCases,Hospitalised Covid Cases,,182,32.0,2.0
2020-03-21,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,162,38.0,13.0
2020-03-21,Female,Female,,253,67.0,33.0
2020-03-21,Aged75to84,Aged,75-84,38,9.0,3.0
2020-03-21,Aged15to24,Aged,15-24,54,9.0,1.0
2020-03-21,Aged1to4,Aged,1-4,4,2.0,2.0
2020-03-21,HospitalisedAged35to44,Hospitalised Aged,35-44,22,2.0,0.0
2020-03-21,Aged45to54,Aged,45-54,94,33.0,20.0
2020-03-21,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,785,NaN,102.0
2020-03-21,HospitalisedAged5,Hospitalised Aged,1-4,2,1.0,1.0
2020-03-21,HospitalisedAged45to54,Hospitalised Aged,45-54,27,7.0,1.0
2020-03-21,RequiringICUCovidCases,Requiring Covid Cases,,28,6.0,2.0
2020-03-21,Male,Male,,320,75.0,25.0
2020-03-21,Aged55to64,Aged,55-64,82,15.0,1.0
2020-03-21,Aged35to44,Aged,35-44,120,24.0,7.0
2020-03-21,Unknown,Unknown,,0,0.0,0.0
2020-03-21,HospitalisedAged5to14,Hospitalised Aged,5-14,2,0.0,0.0
2020-03-21,HospitalisedAged55to64,Hospitalised Aged,55-64,31,3.0,-2.0
2020-03-21,ConfirmedCovidCases,Confirmed Covid Cases,,102,NaN,-24.0
2020-03-21,Median_Age,Median Age,,46,1.0,-2.0
2020-03-21,HospitalisedAged75to84,Hospitalised Aged,75-84,26,7.0,4.0
2020-03-22,HospitalisedAged25to34,Hospitalised Aged,25-34,30,3.0,-2.0
2020-03-22,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,182,20.0,-18.0
2020-03-22,Aged5to14,Aged,5-14,11,2.0,1.0
2020-03-22,Aged35to44,Aged,35-44,147,27.0,3.0
2020-03-22,Aged1to4,Aged,1-4,5,1.0,-1.0
2020-03-22,Aged55to64,Aged,55-64,98,16.0,1.0
2020-03-22,HospitalisedAged5to14,Hospitalised Aged,5-14,3,1.0,1.0
2020-03-22,HospitalisedAged35to44,Hospitalised Aged,35-44,26,4.0,2.0
2020-03-22,HospitalisedAged65to74,Hospitalised Aged,65-74,24,1.0,-1.0
2020-03-22,Unknown,Unknown,,0,0.0,0.0
2020-03-22,Median_Age,Median Age,,46,0.0,-1.0
2020-03-22,HospitalisedAged45to54,Hospitalised Aged,45-54,39,12.0,5.0
2020-03-22,HospitalisedAged85up,Hospitalised Aged,85+,15,3.0,-2.0
2020-03-22,Aged45to54,Aged,45-54,130,36.0,3.0
2020-03-22,Aged15to24,Aged,15-24,60,6.0,-3.0
2020-03-22,HospitalisedAged75to84,Hospitalised Aged,75-84,30,4.0,-3.0
2020-03-22,ConfirmedCovidCases,Confirmed Covid Cases,,121,NaN,19.0
2020-03-22,Aged75to84,Aged,75-84,48,10.0,1.0
2020-03-22,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,906,NaN,121.0
2020-03-22,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,906,NaN,121.0
2020-03-22,HospitalisedAged5,Hospitalised Aged,1-4,2,0.0,-1.0
2020-03-22,HospitalisedCovidCases,Hospitalised Covid Cases,,219,37.0,5.0
2020-03-22,Female,Female,,307,54.0,-13.0
2020-03-22,HospitalisedAged15to24,Hospitalised Aged,15-24,13,3.0,3.0
2020-03-22,RequiringICUCovidCases,Requiring Covid Cases,,35,7.0,1.0
2020-03-22,Male,Male,,392,72.0,-3.0
2020-03-22,Aged65to74,Aged,65-74,44,5.0,-2.0
2020-03-22,HospitalisedAged55to64,Hospitalised Aged,55-64,37,6.0,3.0
2020-03-22,Aged85up,Aged,85+,29,4.0,-7.0
2020-03-22,Aged25to34,Aged,25-34,127,19.0,-12.0
2020-03-23,HospitalisedAged15to24,Hospitalised Aged,15-24,14,1.0,-2.0
2020-03-23,HospitalisedAged35to44,Hospitalised Aged,35-44,29,3.0,-1.0
2020-03-23,Aged45to54,Aged,45-54,157,27.0,-9.0
2020-03-23,ConfirmedCovidCases,Confirmed Covid Cases,,219,NaN,98.0
2020-03-23,HospitalisedAged85up,Hospitalised Aged,85+,18,3.0,0.0
2020-03-23,HospitalisedAged55to64,Hospitalised Aged,55-64,40,3.0,-3.0
2020-03-23,HospitalisedAged5to14,Hospitalised Aged,5-14,3,0.0,-1.0
2020-03-23,Aged5to14,Aged,5-14,15,4.0,2.0
2020-03-23,Unknown,Unknown,,0,0.0,0.0
2020-03-23,Aged55to64,Aged,55-64,114,16.0,0.0
2020-03-23,Median_Age,Median Age,,42,-4.0,-4.0
2020-03-23,Aged1to4,Aged,1-4,5,0.0,-1.0
2020-03-23,Male,Male,,457,65.0,-7.0
2020-03-23,Aged35to44,Aged,35-44,164,17.0,-10.0
2020-03-23,RequiringICUCovidCases,Requiring Covid Cases,,41,6.0,-1.0
2020-03-23,HospitalisedAged5,Hospitalised Aged,1-4,2,0.0,0.0
2020-03-23,Female,Female,,366,59.0,5.0
2020-03-23,HospitalisedAged25to34,Hospitalised Aged,25-34,34,4.0,1.0
2020-03-23,Aged85up,Aged,85+,33,4.0,0.0
2020-03-23,HospitalisedAged75to84,Hospitalised Aged,75-84,33,3.0,-1.0
2020-03-23,Aged15to24,Aged,15-24,66,6.0,0.0
2020-03-23,Aged75to84,Aged,75-84,52,4.0,-6.0
2020-03-23,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,231,49.0,29.0
2020-03-23,Aged25to34,Aged,25-34,164,37.0,18.0
2020-03-23,HospitalisedAged65to74,Hospitalised Aged,65-74,29,5.0,4.0
2020-03-23,Aged65to74,Aged,65-74,53,9.0,4.0
2020-03-23,HospitalisedCovidCases,Hospitalised Covid Cases,,243,24.0,-13.0
2020-03-23,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,1125,NaN,219.0
2020-03-23,HospitalisedAged45to54,Hospitalised Aged,45-54,41,2.0,-10.0
2020-03-23,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,1125,NaN,219.0
2020-03-24,Aged15to24,Aged,15-24,74,8.0,2.0
2020-03-24,Aged35to44,Aged,35-44,183,19.0,2.0
2020-03-24,Female,Female,,425,59.0,0.0
2020-03-24,Median_Age,Median Age,,50,8.0,12.0
2020-03-24,Aged65to74,Aged,65-74,63,10.0,1.0
2020-03-24,HospitalisedAged5to14,Hospitalised Aged,5-14,3,0.0,0.0
2020-03-24,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,260,29.0,-20.0
2020-03-24,Aged1to4,Aged,1-4,5,0.0,0.0
2020-03-24,Aged55to64,Aged,55-64,132,18.0,2.0
2020-03-24,Unknown,Unknown,,0,0.0,0.0
2020-03-24,ClustersNotified,Clusters Notified,,44,,
2020-03-24,Male,Male,,526,69.0,4.0
2020-03-24,RequiringICUCovidCases,Requiring Covid Cases,,50,9.0,3.0
2020-03-24,HospitalisedAged5,Hospitalised Aged,1-4,2,0.0,0.0
2020-03-24,HospitalisedAged75to84,Hospitalised Aged,75-84,40,7.0,4.0
2020-03-24,Aged85up,Aged,85+,37,4.0,0.0
2020-03-24,HospitalisedAged45to54,Hospitalised Aged,45-54,51,10.0,8.0
2020-03-24,Aged75to84,Aged,75-84,64,12.0,8.0
2020-03-24,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,1329,NaN,204.0
2020-03-24,HospitalisedAged65to74,Hospitalised Aged,65-74,36,7.0,2.0
2020-03-24,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,1329,NaN,204.0
2020-03-24,HospitalisedAged25to34,Hospitalised Aged,25-34,38,4.0,0.0
2020-03-24,HospitalisedAged55to64,Hospitalised Aged,55-64,45,5.0,2.0
2020-03-24,HospitalisedAged35to44,Hospitalised Aged,35-44,30,1.0,-2.0
2020-03-24,ConfirmedCovidCases,Confirmed Covid Cases,,204,NaN,-15.0
2020-03-24,HospitalisedCovidCases,Hospitalised Covid Cases,,281,38.0,14.0
2020-03-24,Aged45to54,Aged,45-54,189,32.0,5.0
2020-03-24,Aged5to14,Aged,5-14,16,1.0,-3.0
2020-03-24,Aged25to34,Aged,25-34,188,24.0,-13.0
2020-03-24,HospitalisedAged15to24,Hospitalised Aged,15-24,15,1.0,0.0
2020-03-24,HospitalisedAged85up,Hospitalised Aged,85+,21,3.0,0.0
2020-03-25,ClustersNotified,Clusters Notified,,63,19.0,
2020-03-25,Female,Female,,515,90.0,31.0
2020-03-25,Aged15to24,Aged,15-24,91,17.0,9.0
2020-03-25,HospitalisedAged45to54,Hospitalised Aged,45-54,57,6.0,-4.0
2020-03-25,Aged75to84,Aged,75-84,78,14.0,2.0
2020-03-25,HospitalisedCovidCases,Hospitalised Covid Cases,,316,35.0,-3.0
2020-03-25,Aged25to34,Aged,25-34,227,39.0,15.0
2020-03-25,Aged1to4,Aged,1-4,5,0.0,0.0
2020-03-25,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,1564,NaN,235.0
2020-03-25,Aged45to54,Aged,45-54,227,38.0,6.0
2020-03-25,Aged5to14,Aged,5-14,19,3.0,2.0
2020-03-25,ConfirmedCovidCases,Confirmed Covid Cases,,235,NaN,31.0
2020-03-25,HospitalisedAged15to24,Hospitalised Aged,15-24,16,1.0,0.0
2020-03-25,HospitalisedAged35to44,Hospitalised Aged,35-44,31,1.0,0.0
2020-03-25,Aged85up,Aged,85+,45,8.0,4.0
2020-03-25,RequiringICUCovidCases,Requiring Covid Cases,,59,9.0,0.0
2020-03-25,Median_Age,Median Age,,46,-4.0,-12.0
2020-03-25,Unknown,Unknown,,0,0.0,0.0
2020-03-25,Aged55to64,Aged,55-64,161,29.0,11.0
2020-03-25,HospitalisedAged5to14,Hospitalised Aged,5-14,3,0.0,0.0
2020-03-25,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,304,44.0,15.0
2020-03-25,HospitalisedAged5,Hospitalised Aged,1-4,2,0.0,0.0
2020-03-25,HospitalisedAged75to84,Hospitalised Aged,75-84,46,6.0,-1.0
2020-03-25,HospitalisedAged65to74,Hospitalised Aged,65-74,43,7.0,0.0
2020-03-25,Male,Male,,634,108.0,39.0
2020-03-25,HospitalisedAged55to64,Hospitalised Aged,55-64,53,8.0,3.0
2020-03-25,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,1564,NaN,235.0
2020-03-25,Aged65to74,Aged,65-74,83,20.0,10.0
2020-03-25,HospitalisedAged25to34,Hospitalised Aged,25-34,40,2.0,-2.0
2020-03-25,HospitalisedAged85up,Hospitalised Aged,85+,25,4.0,1.0
2020-03-25,Aged35to44,Aged,35-44,213,30.0,11.0
2020-03-26,HospitalisedCovidCases,Hospitalised Covid Cases,,362,46.0,11.0
2020-03-26,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,341,37.0,-7.0
2020-03-26,Aged45to54,Aged,45-54,279,52.0,14.0
2020-03-26,Aged75to84,Aged,75-84,90,12.0,-2.0
2020-03-26,Female,Female,,622,107.0,17.0
2020-03-26,HospitalisedAged45to54,Hospitalised Aged,45-54,66,9.0,3.0
2020-03-26,Aged65to74,Aged,65-74,108,25.0,5.0
2020-03-26,Aged85up,Aged,85+,52,7.0,-1.0
2020-03-26,RequiringICUCovidCases,Requiring Covid Cases,,68,9.0,0.0
2020-03-26,Aged55to64,Aged,55-64,193,32.0,3.0
2020-03-26,HospitalisedAged85up,Hospitalised Aged,85+,29,4.0,0.0
2020-03-26,Aged25to34,Aged,25-34,264,37.0,-2.0
2020-03-26,Unknown,Unknown,,0,0.0,0.0
2020-03-26,HospitalisedAged25to34,Hospitalised Aged,25-34,41,1.0,-1.0
2020-03-26,HospitalisedAged5to14,Hospitalised Aged,5-14,3,0.0,0.0
2020-03-26,Aged1to4,Aged,1-4,8,3.0,3.0
2020-03-26,Male,Male,,747,113.0,5.0
2020-03-26,HospitalisedAged5,Hospitalised Aged,1-4,2,0.0,0.0
2020-03-26,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,1819,NaN,255.0
2020-03-26,HospitalisedAged75to84,Hospitalised Aged,75-84,55,9.0,3.0
2020-03-26,HospitalisedAged65to74,Hospitalised Aged,65-74,55,12.0,5.0
2020-03-26,ClustersNotified,Clusters Notified,,66,3.0,-16.0
2020-03-26,Aged5to14,Aged,5-14,21,2.0,-1.0
2020-03-26,Median_Age,Median Age,,48,2.0,6.0
2020-03-26,Aged35to44,Aged,35-44,246,33.0,3.0
2020-03-26,Aged15to24,Aged,15-24,108,17.0,0.0
2020-03-26,HospitalisedAged55to64,Hospitalised Aged,55-64,62,9.0,1.0
2020-03-26,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,1819,NaN,255.0
2020-03-26,HospitalisedAged35to44,Hospitalised Aged,35-44,33,2.0,1.0
2020-03-26,HospitalisedAged15to24,Hospitalised Aged,15-24,16,0.0,-1.0
2020-03-26,ConfirmedCovidCases,Confirmed Covid Cases,,255,NaN,20.0
2020-03-27,Unknown,Unknown,,0,0.0,0.0
2020-03-27,Aged15to24,Aged,15-24,120,12.0,-5.0
2020-03-27,ClustersNotified,Clusters Notified,,79,13.0,10.0
2020-03-27,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,2121,NaN,302.0
2020-03-27,HospitalisedAged35to44,Hospitalised Aged,35-44,44,11.0,9.0
2020-03-27,HospitalisedAged5to14,Hospitalised Aged,5-14,4,1.0,1.0
2020-03-27,Aged1to4,Aged,1-4,10,2.0,-1.0
2020-03-27,Male,Male,,867,120.0,7.0
2020-03-27,HospitalisedAged65to74,Hospitalised Aged,65-74,68,13.0,1.0
2020-03-27,HospitalisedAged75to84,Hospitalised Aged,75-84,69,14.0,5.0
2020-03-27,RequiringICUCovidCases,Requiring Covid Cases,,77,9.0,0.0
2020-03-27,HospitalisedAged55to64,Hospitalised Aged,55-64,73,11.0,2.0
2020-03-27,Aged25to34,Aged,25-34,309,45.0,8.0
2020-03-27,HospitalisedAged85up,Hospitalised Aged,85+,39,10.0,6.0
2020-03-27,HospitalisedCovidCases,Hospitalised Covid Cases,,434,72.0,26.0
2020-03-27,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,2121,NaN,302.0
2020-03-27,Aged35to44,Aged,35-44,303,57.0,24.0
2020-03-27,HospitalisedAged25to34,Hospitalised Aged,25-34,46,5.0,4.0
2020-03-27,HospitalisedAged5,Hospitalised Aged,1-4,3,1.0,1.0
2020-03-27,Aged55to64,Aged,55-64,230,37.0,5.0
2020-03-27,Aged65to74,Aged,65-74,131,23.0,-2.0
2020-03-27,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,402,61.0,24.0
2020-03-27,Median_Age,Median Age,,47,-1.0,-3.0
2020-03-27,Aged5to14,Aged,5-14,24,3.0,1.0
2020-03-27,Female,Female,,750,128.0,21.0
2020-03-27,Aged85up,Aged,85+,64,12.0,5.0
2020-03-27,Aged45to54,Aged,45-54,316,37.0,-15.0
2020-03-27,HospitalisedAged45to54,Hospitalised Aged,45-54,71,5.0,-4.0
2020-03-27,HospitalisedAged15to24,Hospitalised Aged,15-24,17,1.0,1.0
2020-03-27,Aged75to84,Aged,75-84,108,18.0,6.0
2020-03-27,ConfirmedCovidCases,Confirmed Covid Cases,,302,NaN,47.0
2020-03-28,Male,Male,,1002,135.0,15.0
2020-03-28,ClustersNotified,Clusters Notified,,91,12.0,-1.0
2020-03-28,HospitalisedAged5,Hospitalised Aged,1-4,3,0.0,-1.0
2020-03-28,Aged75to84,Aged,75-84,134,26.0,8.0
2020-03-28,HospitalisedAged75to84,Hospitalised Aged,75-84,91,22.0,8.0
2020-03-28,HospitalisedAged65to74,Hospitalised Aged,65-74,88,20.0,7.0
2020-03-28,Aged85up,Aged,85+,76,12.0,0.0
2020-03-28,HospitalisedAged85up,Hospitalised Aged,85+,48,9.0,-1.0
2020-03-28,Aged65to74,Aged,65-74,158,27.0,4.0
2020-03-28,Aged25to34,Aged,25-34,357,48.0,3.0
2020-03-28,Aged45to54,Aged,45-54,364,48.0,11.0
2020-03-28,HospitalisedCovidCases,Hospitalised Covid Cases,,524,90.0,18.0
2020-03-28,HospitalisedAged15to24,Hospitalised Aged,15-24,19,2.0,1.0
2020-03-28,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,2415,NaN,294.0
2020-03-28,Aged5to14,Aged,5-14,24,0.0,-3.0
2020-03-28,HospitalisedAged25to34,Hospitalised Aged,25-34,50,4.0,-1.0
2020-03-28,HospitalisedAged55to64,Hospitalised Aged,55-64,83,10.0,-1.0
2020-03-28,HospitalisedAged35to44,Hospitalised Aged,35-44,50,6.0,-5.0
2020-03-28,ConfirmedCovidCases,Confirmed Covid Cases,,294,NaN,-8.0
2020-03-28,Aged35to44,Aged,35-44,351,48.0,-9.0
2020-03-28,Aged1to4,Aged,1-4,14,4.0,2.0
