Date,Column,Age Range,Cases,Daily Cases,Diff
2020-03-17,Aged,85+,3.0,0.0,-1.0
2020-03-17,Confirmed Covid Deaths,,0.0,,0.0
2020-03-17,Aged,25-34,23.0,6.0,3.0
2020-03-17,Healthcare Workers Covid Cases,,34.0,8.0,6.0
2020-03-17,Hospitalised Aged,75-84,5.0,1.0,0.0
2020-03-17,Hospitalised Aged,45-54,10.0,1.0,0.0
2020-03-17,Hospitalised Aged,65-74,11.0,1.0,-2.0
2020-03-17,Aged,75-84,6.0,1.0,0.0
2020-03-17,Aged,35-44,36.0,9.0,2.0
2020-03-17,Requiring Covid Cases,,12.0,0.0,-4.0
2020-03-17,Unknown,,0.0,0.0,0.0
2020-03-17,Aged,65-74,16.0,2.0,-4.0
2020-03-17,Aged,15-24,19.0,3.0,0.0
2020-03-17,Aged,55-64,34.0,4.0,-2.0
2020-03-17,Male,,105.0,16.0,-8.0
2020-03-17,Aged,45-54,29.0,2.0,-4.0
2020-03-17,Total Confirmed Covid Cases,,292.0,,69.0
2020-03-17,Confirmed Covid Cases,,69.0,,15.0
2020-03-17,Total Confirmed Covid Cases,,292.0,,69.0
2020-03-17,Hospitalised Aged,25-34,9.0,1.0,1.0
2020-03-17,Aged,1-4,0.0,0.0,0.0
2020-03-17,Hospitalised Aged,5-14,2.0,0.0,0.0
2020-03-17,Total Covid Deaths,,2.0,,0.0
2020-03-17,Female,,65.0,11.0,2.0
2020-03-17,Hospitalised Covid Cases,,68.0,5.0,-2.0
2020-03-17,Hospitalised Aged,15-24,4.0,1.0,1.0
2020-03-18,Hospitalised Covid Cases,,93.0,25.0,20.0
2020-03-18,Aged,1-4,1.0,1.0,1.0
2020-03-18,Clusters Notified,,,,
2020-03-18,Hospitalised Aged,85+,2.0,1.0,1.0
2020-03-18,Total Confirmed Covid Cases,,366.0,,74.0
2020-03-18,Hospitalised Aged,65-74,13.0,2.0,1.0
2020-03-18,Total Confirmed Covid Cases,,366.0,,74.0
2020-03-18,Unknown,,0.0,0.0,0.0
2020-03-18,Female,,108.0,43.0,32.0
2020-03-18,Hospitalised Aged,45-54,12.0,2.0,1.0
2020-03-18,Aged,65-74,21.0,5.0,3.0
2020-03-18,Aged,45-54,39.0,10.0,8.0
2020-03-18,Aged,25-34,47.0,24.0,18.0
2020-03-18,Hospitalised Aged,15-24,7.0,3.0,2.0
2020-03-18,Hospitalised Aged,55-64,19.0,4.0,4.0
2020-03-18,Aged,55-64,46.0,12.0,8.0
2020-03-18,Hospitalised Aged,1-4,0.0,0.0,0.0
2020-03-18,Requiring Covid Cases,,16.0,4.0,4.0
2020-03-18,Confirmed Covid Cases,,74.0,,5.0
2020-03-18,Hospitalised Aged,25-34,14.0,5.0,4.0
2020-03-18,Hospitalised Aged,35-44,15.0,4.0,4.0
2020-03-18,Aged,35-44,62.0,26.0,17.0
2020-03-18,Hospitalised Aged,5-14,2.0,0.0,0.0
2020-03-18,Aged,75-84,14.0,8.0,7.0
2020-03-18,Confirmed Covid Deaths,,0.0,,0.0
2020-03-18,Aged,5-14,4.0,0.0,0.0
2020-03-18,Aged,15-24,27.0,8.0,5.0
2020-03-18,Healthcare Workers Covid Cases,,68.0,34.0,26.0
2020-03-18,Aged,85+,7.0,4.0,4.0
2020-03-18,Male,,160.0,55.0,39.0
2020-03-18,Total Covid Deaths,,2.0,,0.0
2020-03-18,Hospitalised Aged,75-84,9.0,4.0,3.0
2020-03-18,Median Age,,41.0,1.0,9.0
2020-03-19,Hospitalised Aged,65-74,16.0,3.0,1.0
2020-03-19,Unknown,,0.0,0.0,0.0
2020-03-19,Aged,45-54,48.0,9.0,-1.0
2020-03-19,Aged,5-14,8.0,4.0,4.0
2020-03-19,Aged,15-24,37.0,10.0,2.0
2020-03-19,Hospitalised Aged,5-14,2.0,0.0,0.0
2020-03-19,Aged,75-84,23.0,9.0,1.0
2020-03-19,Aged,65-74,26.0,5.0,0.0
2020-03-19,Hospitalised Aged,75-84,16.0,7.0,3.0
2020-03-19,Clusters Notified,,,,
2020-03-19,Aged,55-64,53.0,7.0,-5.0
2020-03-19,Female,,152.0,44.0,1.0
2020-03-19,Total Confirmed Covid Cases,,557.0,,191.0
2020-03-19,Hospitalised Aged,25-34,18.0,4.0,-1.0
2020-03-19,Confirmed Covid Cases,,191.0,,117.0
2020-03-19,Total Covid Deaths,,3.0,,1.0
2020-03-19,Aged,35-44,79.0,17.0,-9.0
2020-03-19,Hospitalised Covid Cases,,120.0,27.0,2.0
2020-03-19,Healthcare Workers Covid Cases,,99.0,31.0,-3.0
2020-03-19,Aged,1-4,2.0,1.0,0.0
2020-03-19,Male,,195.0,35.0,-20.0
2020-03-19,Aged,25-34,63.0,16.0,-8.0
2020-03-19,Hospitalised Aged,15-24,9.0,2.0,-1.0
2020-03-19,Hospitalised Aged,1-4,1.0,1.0,1.0
2020-03-19,Hospitalised Aged,85+,3.0,1.0,0.0
2020-03-19,Hospitalised Aged,35-44,18.0,3.0,-1.0
2020-03-19,Confirmed Covid Deaths,,1.0,,1.0
2020-03-19,Aged,85+,8.0,1.0,-3.0
2020-03-19,Total Confirmed Covid Cases,,557.0,,191.0
2020-03-19,Requiring Covid Cases,,18.0,2.0,-2.0
2020-03-19,Hospitalised Aged,45-54,14.0,2.0,0.0
2020-03-19,Hospitalised Aged,55-64,23.0,4.0,0.0
2020-03-19,Median Age,,42.0,1.0,0.0
2020-03-20,Total Confirmed Covid Cases,,683.0,,126.0
2020-03-20,Aged,5-14,8.0,0.0,-4.0
2020-03-20,Median Age,,45.0,3.0,2.0
2020-03-20,Clusters Notified,,,,
2020-03-20,Hospitalised Aged,5-14,2.0,0.0,0.0
2020-03-20,Aged,65-74,32.0,6.0,1.0
2020-03-20,Hospitalised Aged,65-74,21.0,5.0,2.0
2020-03-20,Hospitalised Aged,75-84,19.0,3.0,-4.0
2020-03-20,Hospitalised Aged,25-34,22.0,4.0,0.0
2020-03-20,Total Covid Deaths,,3.0,,0.0
2020-03-20,Aged,45-54,61.0,13.0,4.0
2020-03-20,Female,,186.0,34.0,-10.0
2020-03-20,Total Confirmed Covid Cases,,683.0,,126.0
2020-03-20,Aged,85+,14.0,6.0,5.0
2020-03-20,Unknown,,0.0,0.0,0.0
2020-03-20,Aged,35-44,96.0,17.0,0.0
2020-03-20,Healthcare Workers Covid Cases,,124.0,25.0,-6.0
2020-03-20,Confirmed Covid Cases,,126.0,,-65.0
2020-03-20,Male,,245.0,50.0,15.0
2020-03-20,Hospitalised Aged,35-44,20.0,2.0,-1.0
2020-03-20,Aged,15-24,45.0,8.0,-2.0
2020-03-20,Aged,25-34,77.0,14.0,-2.0
2020-03-20,Aged,75-84,29.0,6.0,-3.0
2020-03-20,Hospitalised Aged,55-64,28.0,5.0,1.0
2020-03-20,Requiring Covid Cases,,22.0,4.0,2.0
2020-03-20,Hospitalised Aged,15-24,10.0,1.0,-1.0
2020-03-20,Confirmed Covid Deaths,,0.0,,-1.0
2020-03-20,Hospitalised Aged,85+,7.0,4.0,3.0
2020-03-20,Hospitalised Covid Cases,,150.0,30.0,3.0
2020-03-20,Aged,55-64,67.0,14.0,7.0
2020-03-20,Hospitalised Aged,1-4,1.0,0.0,-1.0
2020-03-20,Aged,1-4,2.0,0.0,-1.0
2020-03-20,Hospitalised Aged,45-54,20.0,6.0,4.0
2020-03-21,Confirmed Covid Deaths,,0.0,,0.0
2020-03-21,Female,,253.0,67.0,33.0
2020-03-21,Hospitalised Aged,35-44,22.0,2.0,0.0
2020-03-21,Aged,75-84,38.0,9.0,3.0
2020-03-21,Male,,320.0,75.0,25.0
2020-03-21,Total Covid Deaths,,3.0,,0.0
2020-03-21,Hospitalised Aged,45-54,27.0,7.0,1.0
2020-03-21,Aged,65-74,39.0,7.0,1.0
2020-03-21,Hospitalised Aged,25-34,27.0,5.0,1.0
2020-03-21,Total Confirmed Covid Cases,,785.0,,102.0
2020-03-21,Total Confirmed Covid Cases,,785.0,,102.0
2020-03-21,Aged,5-14,9.0,1.0,1.0
2020-03-21,Unknown,,0.0,0.0,0.0
2020-03-21,Hospitalised Aged,15-24,10.0,0.0,-1.0
2020-03-21,Aged,55-64,82.0,15.0,1.0
2020-03-21,Hospitalised Covid Cases,,182.0,32.0,2.0
2020-03-21,Hospitalised Aged,85+,12.0,5.0,1.0
2020-03-21,Hospitalised Aged,55-64,31.0,3.0,-2.0
2020-03-21,Hospitalised Aged,5-14,2.0,0.0,0.0
2020-03-21,Confirmed Covid Cases,,102.0,,-24.0
2020-03-21,Aged,85+,25.0,11.0,5.0
2020-03-21,Aged,1-4,4.0,2.0,2.0
2020-03-21,Aged,25-34,108.0,31.0,17.0
2020-03-21,Aged,15-24,54.0,9.0,1.0
2020-03-21,Aged,45-54,94.0,33.0,20.0
2020-03-21,Hospitalised Aged,1-4,2.0,1.0,1.0
2020-03-21,Median Age,,46.0,1.0,-2.0
2020-03-21,Hospitalised Aged,75-84,26.0,7.0,4.0
2020-03-21,Hospitalised Aged,65-74,23.0,2.0,-3.0
2020-03-21,Clusters Notified,,,,
2020-03-21,Requiring Covid Cases,,28.0,6.0,2.0
2020-03-21,Healthcare Workers Covid Cases,,162.0,38.0,13.0
2020-03-21,Aged,35-44,120.0,24.0,7.0
2020-03-22,Aged,45-54,130.0,36.0,3.0
2020-03-22,Total Covid Deaths,,4.0,,1.0
2020-03-22,Female,,307.0,54.0,-13.0
2020-03-22,Aged,85+,29.0,4.0,-7.0
2020-03-22,Aged,35-44,147.0,27.0,3.0
2020-03-22,Hospitalised Aged,1-4,2.0,0.0,-1.0
2020-03-22,Hospitalised Aged,25-34,30.0,3.0,-2.0
2020-03-22,Male,,392.0,72.0,-3.0
2020-03-22,Total Confirmed Covid Cases,,906.0,,121.0
2020-03-22,Unknown,,0.0,0.0,0.0
2020-03-22,Hospitalised Covid Cases,,219.0,37.0,5.0
2020-03-22,Aged,55-64,98.0,16.0,1.0
2020-03-22,Aged,5-14,11.0,2.0,1.0
2020-03-22,Aged,25-34,127.0,19.0,-12.0
2020-03-22,Healthcare Workers Covid Cases,,182.0,20.0,-18.0
2020-03-22,Hospitalised Aged,85+,15.0,3.0,-2.0
2020-03-22,Aged,1-4,5.0,1.0,-1.0
2020-03-22,Aged,15-24,60.0,6.0,-3.0
2020-03-22,Confirmed Covid Deaths,,1.0,,1.0
2020-03-22,Hospitalised Aged,35-44,26.0,4.0,2.0
2020-03-22,Hospitalised Aged,15-24,13.0,3.0,3.0
2020-03-22,Confirmed Covid Cases,,121.0,,19.0
2020-03-22,Median Age,,46.0,0.0,-1.0
2020-03-22,Hospitalised Aged,45-54,39.0,12.0,5.0
2020-03-22,Aged,65-74,44.0,5.0,-2.0
2020-03-22,Hospitalised Aged,55-64,37.0,6.0,3.0
2020-03-22,Aged,75-84,48.0,10.0,1.0
2020-03-22,Hospitalised Aged,65-74,24.0,1.0,-1.0
2020-03-22,Total Confirmed Covid Cases,,906.0,,121.0
2020-03-22,Hospitalised Aged,75-84,30.0,4.0,-3.0
2020-03-22,Clusters Notified,,,,
2020-03-22,Hospitalised Aged,5-14,3.0,1.0,1.0
2020-03-22,Requiring Covid Cases,,35.0,7.0,1.0
2020-03-23,Hospitalised Aged,25-34,34.0,4.0,1.0
2020-03-23,Hospitalised Aged,85+,18.0,3.0,0.0
2020-03-23,Confirmed Covid Cases,,219.0,,98.0
2020-03-23,Clusters Notified,,,,
2020-03-23,Total Covid Deaths,,6.0,,2.0
2020-03-23,Aged,35-44,164.0,17.0,-10.0
2020-03-23,Unknown,,0.0,0.0,0.0
2020-03-23,Healthcare Workers Covid Cases,,231.0,49.0,29.0
2020-03-23,Male,,457.0,65.0,-7.0
2020-03-23,Aged,45-54,157.0,27.0,-9.0
2020-03-23,Female,,366.0,59.0,5.0
2020-03-23,Hospitalised Aged,5-14,3.0,0.0,-1.0
2020-03-23,Hospitalised Aged,75-84,33.0,3.0,-1.0
2020-03-23,Requiring Covid Cases,,41.0,6.0,-1.0
2020-03-23,Aged,65-74,53.0,9.0,4.0
2020-03-23,Hospitalised Aged,55-64,40.0,3.0,-3.0
2020-03-23,Hospitalised Aged,15-24,14.0,1.0,-2.0
2020-03-23,Hospitalised Aged,1-4,2.0,0.0,0.0
2020-03-23,Aged,15-24,66.0,6.0,0.0
2020-03-23,Aged,5-14,15.0,4.0,2.0
2020-03-23,Hospitalised Aged,35-44,29.0,3.0,-1.0
2020-03-23,Hospitalised Aged,65-74,29.0,5.0,4.0
2020-03-23,Aged,55-64,114.0,16.0,0.0
2020-03-23,Total Confirmed Covid Cases,,1125.0,,219.0
2020-03-23,Median Age,,42.0,-4.0,-4.0
2020-03-23,Aged,25-34,164.0,37.0,18.0
2020-03-23,Aged,1-4,5.0,0.0,-1.0
2020-03-23,Hospitalised Covid Cases,,243.0,24.0,-13.0
2020-03-23,Hospitalised Aged,45-54,41.0,2.0,-10.0
2020-03-23,Confirmed Covid Deaths,,2.0,,1.0
2020-03-23,Aged,75-84,52.0,4.0,-6.0
2020-03-23,Total Confirmed Covid Cases,,1125.0,,219.0
2020-03-23,Aged,85+,33.0,4.0,0.0
2020-03-24,Aged,85+,37.0,4.0,0.0
2020-03-24,Hospitalised Aged,85+,21.0,3.0,0.0
2020-03-24,Hospitalised Aged,45-54,51.0,10.0,8.0
2020-03-24,Aged,1-4,5.0,0.0,0.0
2020-03-24,Unknown,,0.0,0.0,0.0
2020-03-24,Total Confirmed Covid Cases,,1329.0,,204.0
2020-03-24,Healthcare Workers Covid Cases,,260.0,29.0,-20.0
2020-03-24,Hospitalised Aged,75-84,40.0,7.0,4.0
2020-03-24,Aged,5-14,16.0,1.0,-3.0
2020-03-24,Requiring Covid Cases,,50.0,9.0,3.0
2020-03-24,Aged,35-44,183.0,19.0,2.0
2020-03-24,Female,,425.0,59.0,0.0
2020-03-24,Aged,55-64,132.0,18.0,2.0
2020-03-24,Hospitalised Aged,5-14,3.0,0.0,0.0
2020-03-24,Aged,45-54,189.0,32.0,5.0
2020-03-24,Confirmed Covid Deaths,,1.0,,-1.0
2020-03-24,Hospitalised Covid Cases,,281.0,38.0,14.0
2020-03-24,Male,,526.0,69.0,4.0
2020-03-24,Total Confirmed Covid Cases,,1329.0,,204.0
2020-03-24,Aged,25-34,188.0,24.0,-13.0
2020-03-24,Hospitalised Aged,35-44,30.0,1.0,-2.0
2020-03-24,Hospitalised Aged,65-74,36.0,7.0,2.0
2020-03-24,Hospitalised Aged,15-24,15.0,1.0,0.0
2020-03-24,Hospitalised Aged,25-34,38.0,4.0,0.0
2020-03-24,Clusters Notified,,44.0,,
2020-03-24,Confirmed Covid Cases,,204.0,,-15.0
2020-03-24,Hospitalised Aged,1-4,2.0,0.0,0.0
2020-03-24,Hospitalised Aged,55-64,45.0,5.0,2.0
2020-03-24,Median Age,,50.0,8.0,12.0
2020-03-24,Total Covid Deaths,,7.0,,1.0
2020-03-24,Aged,15-24,74.0,8.0,2.0
2020-03-24,Aged,75-84,64.0,12.0,8.0
2020-03-24,Aged,65-74,63.0,10.0,1.0
2020-03-25,Hospitalised Aged,1-4,2.0,0.0,0.0
2020-03-25,Aged,15-24,91.0,17.0,9.0
2020-03-25,Aged,35-44,213.0,30.0,11.0
2020-03-25,Total Confirmed Covid Cases,,1564.0,,235.0
2020-03-25,Aged,45-54,227.0,38.0,6.0
2020-03-25,Hospitalised Covid Cases,,316.0,35.0,-3.0
2020-03-25,Male,,634.0,108.0,39.0
2020-03-25,Total Confirmed Covid Cases,,1564.0,,235.0
2020-03-25,Aged,25-34,227.0,39.0,15.0
2020-03-25,Hospitalised Aged,5-14,3.0,0.0,0.0
2020-03-25,Requiring Covid Cases,,59.0,9.0,0.0
2020-03-25,Hospitalised Aged,15-24,16.0,1.0,0.0
2020-03-25,Hospitalised Aged,55-64,53.0,8.0,3.0
2020-03-25,Hospitalised Aged,75-84,46.0,6.0,-1.0
2020-03-25,Aged,65-74,83.0,20.0,10.0
2020-03-25,Median Age,,46.0,-4.0,-12.0
2020-03-25,Hospitalised Aged,45-54,57.0,6.0,-4.0
2020-03-25,Hospitalised Aged,65-74,43.0,7.0,0.0
2020-03-25,Hospitalised Aged,25-34,40.0,2.0,-2.0
2020-03-25,Female,,515.0,90.0,31.0
2020-03-25,Aged,85+,45.0,8.0,4.0
2020-03-25,Aged,5-14,19.0,3.0,2.0
2020-03-25,Aged,55-64,161.0,29.0,11.0
2020-03-25,Confirmed Covid Deaths,,2.0,,1.0
2020-03-25,Clusters Notified,,63.0,19.0,
2020-03-25,Hospitalised Aged,85+,25.0,4.0,1.0
2020-03-25,Aged,75-84,78.0,14.0,2.0
2020-03-25,Hospitalised Aged,35-44,31.0,1.0,0.0
2020-03-25,Confirmed Covid Cases,,235.0,,31.0
2020-03-25,Aged,1-4,5.0,0.0,0.0
2020-03-25,Unknown,,0.0,0.0,0.0
2020-03-25,Healthcare Workers Covid Cases,,304.0,44.0,15.0
2020-03-25,Total Covid Deaths,,9.0,,2.0
2020-03-26,Hospitalised Aged,45-54,66.0,9.0,3.0
2020-03-26,Aged,45-54,279.0,52.0,14.0
2020-03-26,Female,,622.0,107.0,17.0
2020-03-26,Aged,1-4,8.0,3.0,3.0
2020-03-26,Hospitalised Aged,85+,29.0,4.0,0.0
2020-03-26,Male,,747.0,113.0,5.0
2020-03-26,Hospitalised Aged,65-74,55.0,12.0,5.0
2020-03-26,Unknown,,0.0,0.0,0.0
2020-03-26,Total Covid Deaths,,19.0,,10.0
2020-03-26,Aged,5-14,21.0,2.0,-1.0
2020-03-26,Hospitalised Aged,55-64,62.0,9.0,1.0
2020-03-26,Hospitalised Aged,25-34,41.0,1.0,-1.0
2020-03-26,Hospitalised Aged,15-24,16.0,0.0,-1.0
2020-03-26,Confirmed Covid Cases,,255.0,,20.0
2020-03-26,Aged,15-24,108.0,17.0,0.0
2020-03-26,Hospitalised Aged,35-44,33.0,2.0,1.0
2020-03-26,Hospitalised Aged,1-4,2.0,0.0,0.0
2020-03-26,Aged,25-34,264.0,37.0,-2.0
2020-03-26,Aged,85+,52.0,7.0,-1.0
2020-03-26,Aged,65-74,108.0,25.0,5.0
2020-03-26,Clusters Notified,,66.0,3.0,-16.0
2020-03-26,Median Age,,48.0,2.0,6.0
2020-03-26,Aged,75-84,90.0,12.0,-2.0
2020-03-26,Hospitalised Covid Cases,,362.0,46.0,11.0
2020-03-26,Requiring Covid Cases,,68.0,9.0,0.0
2020-03-26,Confirmed Covid Deaths,,10.0,,8.0
2020-03-26,Total Confirmed Covid Cases,,1819.0,,255.0
2020-03-26,Total Confirmed Covid Cases,,1819.0,,255.0
2020-03-26,Healthcare Workers Covid Cases,,341.0,37.0,-7.0
2020-03-26,Hospitalised Aged,75-84,55.0,9.0,3.0
2020-03-26,Hospitalised Aged,5-14,3.0,0.0,0.0
2020-03-26,Aged,35-44,246.0,33.0,3.0
2020-03-26,Aged,55-64,193.0,32.0,3.0
2020-03-27,Hospitalised Aged,55-64,73.0,11.0,2.0
2020-03-27,Hospitalised Aged,15-24,17.0,1.0,1.0
2020-03-27,Aged,35-44,303.0,57.0,24.0
2020-03-27,Aged,75-84,108.0,18.0,6.0
2020-03-27,Aged,45-54,316.0,37.0,-15.0
2020-03-27,Healthcare Workers Covid Cases,,402.0,61.0,24.0
2020-03-27,Hospitalised Aged,1-4,3.0,1.0,1.0
2020-03-27,Aged,15-24,120.0,12.0,-5.0
2020-03-27,Total Confirmed Covid Cases,,2121.0,,302.0
2020-03-27,Hospitalised Aged,35-44,44.0,11.0,9.0
2020-03-27,Aged,1-4,10.0,2.0,-1.0
2020-03-27,Aged,85+,64.0,12.0,5.0
2020-03-27,Hospitalised Covid Cases,,434.0,72.0,26.0
2020-03-27,Confirmed Covid Cases,,302.0,,47.0
2020-03-27,Hospitalised Aged,75-84,69.0,14.0,5.0
2020-03-27,Aged,5-14,24.0,3.0,1.0
2020-03-27,Total Covid Deaths,,22.0,,3.0
2020-03-27,Hospitalised Aged,45-54,71.0,5.0,-4.0
2020-03-27,Median Age,,47.0,-1.0,-3.0
2020-03-27,Unknown,,0.0,0.0,0.0
2020-03-27,Clusters Notified,,79.0,13.0,10.0
2020-03-27,Hospitalised Aged,5-14,4.0,1.0,1.0
2020-03-27,Hospitalised Aged,85+,39.0,10.0,6.0
2020-03-27,Aged,25-34,309.0,45.0,8.0
2020-03-27,Requiring Covid Cases,,77.0,9.0,0.0
2020-03-27,Female,,750.0,128.0,21.0
2020-03-27,Hospitalised Aged,65-74,68.0,13.0,1.0
2020-03-27,Confirmed Covid Deaths,,3.0,,-7.0
2020-03-27,Total Confirmed Covid Cases,,2121.0,,302.0
2020-03-27,Aged,65-74,131.0,23.0,-2.0
2020-03-27,Male,,867.0,120.0,7.0
2020-03-27,Aged,55-64,230.0,37.0,5.0
2020-03-27,Hospitalised Aged,25-34,46.0,5.0,4.0
2020-03-28,Hospitalised Aged,45-54,88.0,17.0,12.0
2020-03-28,Hospitalised Aged,25-34,50.0,4.0,-1.0
2020-03-28,Aged,35-44,351.0,48.0,-9.0
2020-03-28,Hospitalised Covid Cases,,524.0,90.0,18.0
2020-03-28,Requiring Covid Cases,,94.0,17.0,8.0
2020-03-28,Male,,1002.0,135.0,15.0
2020-03-28,Confirmed Covid Cases,,294.0,,-8.0
2020-03-28,Hospitalised Aged,85+,48.0,9.0,-1.0
2020-03-28,Clusters Notified,,91.0,12.0,-1.0
2020-03-28,Aged,55-64,266.0,36.0,-1.0
2020-03-28,Hospitalised Aged,55-64,83.0,10.0,-1.0
2020-03-28,Hospitalised Aged,65-74,88.0,20.0,7.0
2020-03-28,Aged,75-84,134.0,26.0,8.0
2020-03-28,Hospitalised Aged,1-4,3.0,0.0,-1.0
2020-03-28,Aged,25-34,357.0,48.0,3.0
2020-03-28,Median Age,,48.0,1.0,2.0
2020-03-28,Hospitalised Aged,75-84,91.0,22.0,8.0
2020-03-28,Healthcare Workers Covid Cases,,490.0,88.0,27.0
2020-03-28,Female,,877.0,127.0,-1.0
2020-03-28,Hospitalised Aged,15-24,19.0,2.0,1.0
2020-03-28,Aged,5-14,24.0,0.0,-3.0
2020-03-28,Total Confirmed Covid Cases,,2415.0,,294.0
2020-03-28,Aged,1-4,14.0,4.0,2.0
2020-03-28,Unknown,,0.0,0.0,0.0
2020-03-28,Confirmed Covid Deaths,,14.0,,11.0
2020-03-28,Total Confirmed Covid Cases,,2415.0,,294.0
2020-03-28,Aged,65-74,158.0,27.0,4.0
2020-03-28,Aged,85+,76.0,12.0,0.0
2020-03-28,Total Covid Deaths,,36.0,,14.0
2020-03-28,Hospitalised Aged,5-14,4.0,0.0,-1.0
2020-03-28,Hospitalised Aged,35-44,50.0,6.0,-5.0
2020-03-28,Aged,45-54,364.0,48.0,11.0
2020-03-28,Aged,15-24,133.0,13.0,1.0
2020-03-29,Unknown,,0.0,0.0,0.0
2020-03-29,Total Confirmed Covid Cases,,2625.0,,210.0
2020-03-29,Aged,55-64,309.0,43.0,7.0
2020-03-29,Requiring Covid Cases,,112.0,18.0,1.0
2020-03-29,Aged,75-84,160.0,26.0,0.0
2020-03-29,Aged,1-4,15.0,1.0,-3.0
2020-03-29,Confirmed Covid Deaths,,10.0,,-4.0
2020-03-29,Confirmed Covid Cases,,200.0,,-94.0
2020-03-29,Aged,35-44,414.0,63.0,15.0
2020-03-29,Aged,5-14,27.0,3.0,3.0
2020-03-29,Healthcare Workers Covid Cases,,612.0,122.0,34.0
2020-03-29,Hospitalised Aged,85+,52.0,4.0,-5.0
2020-03-29,Hospitalised Aged,45-54,106.0,18.0,1.0
2020-03-29,Hospitalised Aged,35-44,58.0,8.0,2.0
2020-03-29,Total Covid Deaths,,46.0,,10.0
2020-03-29,Aged,45-54,428.0,64.0,16.0
2020-03-29,Aged,85+,84.0,8.0,-4.0
2020-03-29,Hospitalised Aged,75-84,107.0,16.0,-6.0
2020-03-29,Hospitalised Aged,5-14,5.0,1.0,1.0
2020-03-29,Hospitalised Aged,25-34,59.0,9.0,5.0
2020-03-29,Aged,65-74,191.0,33.0,6.0
2020-03-29,Aged,25-34,406.0,49.0,1.0
2020-03-29,Total Confirmed Covid Cases,,2625.0,,210.0
2020-03-29,Clusters Notified,,103.0,12.0,0.0
2020-03-29,Hospitalised Covid Cases,,615.0,91.0,1.0
2020-03-29,Hospitalised Aged,65-74,107.0,19.0,-1.0
2020-03-29,Male,,1136.0,134.0,-1.0
2020-03-29,Hospitalised Aged,15-24,20.0,1.0,-1.0
2020-03-29,Hospitalised Aged,55-64,97.0,14.0,4.0
2020-03-29,Aged,15-24,152.0,19.0,6.0
2020-03-29,Median Age,,47.0,-1.0,-2.0
2020-03-29,Female,,1052.0,175.0,48.0
2020-03-29,Hospitalised Aged,1-4,4.0,1.0,1.0
2020-03-30,Aged,25-34,446.0,40.0,-9.0
2020-03-30,Aged,75-84,197.0,37.0,11.0
2020-03-30,Hospitalised Aged,35-44,68.0,10.0,2.0
2020-03-30,Hospitalised Aged,85+,63.0,11.0,7.0
2020-03-30,Hospitalised Aged,75-84,133.0,26.0,10.0
2020-03-30,Aged,5-14,27.0,0.0,-3.0
2020-03-30,Total Confirmed Covid Cases,,2910.0,,285.0
2020-03-30,Male,,1240.0,104.0,-30.0
2020-03-30,Hospitalised Aged,1-4,4.0,0.0,-1.0
2020-03-30,Total Covid Deaths,,54.0,,8.0
2020-03-30,Hospitalised Covid Cases,,703.0,88.0,-3.0
2020-03-30,Hospitalised Aged,45-54,115.0,9.0,-9.0
2020-03-30,Aged,45-54,463.0,35.0,-29.0
2020-03-30,Aged,85+,99.0,15.0,7.0
2020-03-30,Aged,1-4,15.0,0.0,-1.0
2020-03-30,Healthcare Workers Covid Cases,,679.0,67.0,-55.0
2020-03-30,Clusters Notified,,111.0,8.0,-4.0
2020-03-30,Hospitalised Aged,25-34,66.0,7.0,-2.0
2020-03-30,Aged,55-64,356.0,47.0,4.0
2020-03-30,Aged,65-74,209.0,18.0,-15.0
2020-03-30,Total Confirmed Covid Cases,,2910.0,,285.0
2020-03-30,Female,,1206.0,154.0,-21.0
2020-03-30,Hospitalised Aged,15-24,22.0,2.0,1.0
2020-03-30,Hospitalised Aged,55-64,112.0,15.0,1.0
2020-03-30,Hospitalised Aged,65-74,114.0,7.0,-12.0
2020-03-30,Requiring Covid Cases,,125.0,13.0,-5.0
2020-03-30,Confirmed Covid Deaths,,8.0,,-2.0
2020-03-30,Median Age,,50.0,3.0,4.0
2020-03-30,Aged,15-24,168.0,16.0,-3.0
2020-03-30,Aged,35-44,463.0,49.0,-14.0
2020-03-30,Hospitalised Aged,5-14,5.0,0.0,-1.0
2020-03-30,Confirmed Covid Cases,,295.0,,95.0
2020-03-30,Unknown,,0.0,0.0,0.0
2020-03-31,Total Confirmed Covid Cases,,3235.0,,325.0
2020-03-31,Hospitalised Aged,65-74,124.0,10.0,3.0
2020-03-31,Total Confirmed Covid Cases,,3235.0,,325.0
2020-03-31,Confirmed Covid Deaths,,17.0,,9.0
2020-03-31,Aged,75-84,211.0,14.0,-23.0
2020-03-31,Median Age,,50.0,0.0,-3.0
2020-03-31,Hospitalised Aged,35-44,70.0,2.0,-8.0
2020-03-31,Aged,35-44,495.0,32.0,-17.0
2020-03-31,Aged,45-54,499.0,36.0,1.0
2020-03-31,Hospitalised Aged,25-34,67.0,1.0,-6.0
2020-03-31,Aged,85+,116.0,17.0,2.0
2020-03-31,Aged,1-4,17.0,2.0,2.0
2020-03-31,Male,,1318.0,78.0,-26.0
2020-03-31,Hospitalised Aged,1-4,5.0,1.0,1.0
2020-03-31,Clusters Notified,,118.0,7.0,-1.0
2020-03-31,Aged,15-24,175.0,7.0,-9.0
2020-03-31,Hospitalised Aged,55-64,122.0,10.0,-5.0
